玩家名,行,列,用时/秒,时间,UNIX时间戳
艾玛·维尔德,14,10,'1.97,Thu May 26 2022 12:59:13 GMT+0800 (CST),1653541153
高海千歌,14,10,'1.79,Thu May 26 2022 14:35:11 GMT+0800 (中国标准时间),1653546911
高海千歌,14,10,'1.55,Thu May 26 2022 14:35:27 GMT+0800 (中国标准时间),1653546927
高海千歌,14,10,'1.41,Thu May 26 2022 14:35:43 GMT+0800 (中国标准时间),1653546943
高海千歌,14,10,'1.64,Thu May 26 2022 14:36:08 GMT+0800 (中国标准时间),1653546968
高海千歌,14,10,'1.60,Thu May 26 2022 14:36:15 GMT+0800 (中国标准时间),1653546975
高海千歌,14,10,'1.09,Thu May 26 2022 14:36:20 GMT+0800 (中国标准时间),1653546980
高海千歌,14,10,'1.24,Thu May 26 2022 14:36:25 GMT+0800 (中国标准时间),1653546985
高海千歌,14,10,'1.26,Thu May 26 2022 14:36:30 GMT+0800 (中国标准时间),1653546990
天王寺璃奈,14,10,'1.68,Thu May 26 2022 15:13:13 GMT+0800 (CST),1653549193
朝香果林,14,14,'3.18,Thu May 26 2022 15:29:50 GMT+0800 (CST),1653550190
朝香果林,14,14,'2.42,Thu May 26 2022 15:29:59 GMT+0800 (CST),1653550199
优木雪菜,14,10,'2.33,Thu May 26 2022 17:19:02 GMT+0800 (中国标准时间),1653556742
优木雪菜,14,10,'1.73,Thu May 26 2022 17:19:26 GMT+0800 (中国标准时间),1653556766
优木雪菜,14,10,'0.72,Thu May 26 2022 17:19:55 GMT+0800 (中国标准时间),1653556795
Toujou Nozomi,14,10,'2.72,Thu May 26 2022 17:31:36 GMT+0800 (China Standard Time),1653557496
黑泽露比,14,10,'2.49,Thu May 26 2022 17:51:39 GMT+0800 (CST),1653558699
小僵播报,8,14,'2.00,Thu May 26 2022 21:32:21 GMT+0800 (中国标准时间),1653571941
小僵播报,8,15,'1.56,Thu May 26 2022 21:33:46 GMT+0800 (中国标准时间),1653572026
西木野真姬,14,10,'2.10,Thu May 26 2022 22:44:17 GMT+0800 (GMT+08:00),1653576257
东条希,14,10,'1.90,Thu May 26 2022 23:55:31 GMT+0800 (CST),1653580531
老妖,14,10,'1.71,Thu May 26 2022 23:55:45 GMT+0800 (CST),1653580545
老妖,14,10,'1.04,Thu May 26 2022 23:57:51 GMT+0800 (CST),1653580671
老妖,14,10,'0.69,Thu May 26 2022 23:58:35 GMT+0800 (CST),1653580715
老妖,14,10,'0.64,Thu May 26 2022 23:59:09 GMT+0800 (CST),1653580749
中须霞,14,10,'2.84,Fri May 27 2022 01:41:55 GMT+0800 (CST),1653586915
中须霞,14,10,'2.11,Fri May 27 2022 09:43:42 GMT+0800 (CST),1653615822
中须霞,14,10,'2.95,Fri May 27 2022 09:44:05 GMT+0800 (CST),1653615845
中须霞,14,10,'2.21,Fri May 27 2022 09:44:38 GMT+0800 (CST),1653615878
中须霞,14,10,'1.69,Fri May 27 2022 09:44:45 GMT+0800 (CST),1653615885
中须霞,14,10,'1.21,Fri May 27 2022 09:44:51 GMT+0800 (CST),1653615891
嗨嗨嗨,14,10,'1.64,Fri May 27 2022 09:45:07 GMT+0800 (CST),1653615907
八重神子的狗,14,10,'2.43,Fri May 27 2022 10:44:41 GMT+0800 (CST),1653619481
高咲侑,14,10,'1.72,Fri May 27 2022 11:34:23 GMT+0800 (CST),1653622463
涩谷香音,14,10,'1.65,Fri May 27 2022 12:37:21 GMT+0800 (CST),1653626241
涩谷香音,14,10,'1.95,Fri May 27 2022 12:37:25 GMT+0800 (CST),1653626245
涩谷香音,20,14,'5.73,Fri May 27 2022 12:37:37 GMT+0800 (CST),1653626257
涩谷香音,20,14,'1.23,Fri May 27 2022 12:37:51 GMT+0800 (CST),1653626271
涩谷香音,20,14,'1.96,Fri May 27 2022 12:37:57 GMT+0800 (CST),1653626277
松浦果南,14,10,'2.25,Fri May 27 2022 13:40:19 GMT+0800 (CST),1653630019
松浦果南,14,10,'2.23,Fri May 27 2022 13:40:32 GMT+0800 (CST),1653630032
松浦果南,14,10,'1.09,Fri May 27 2022 13:40:38 GMT+0800 (CST),1653630038
柊摩央,14,10,'1.91,Fri May 27 2022 13:59:21 GMT+0800 (CST),1653631161
柊摩央,14,10,'2.31,Fri May 27 2022 13:59:35 GMT+0800 (CST),1653631175
园田海未,14,10,'1.08,Fri May 27 2022 14:18:35 GMT+0800 (CST),1653632315
园田海未,20,14,'2.76,Fri May 27 2022 14:18:49 GMT+0800 (CST),1653632329
南小鸟,14,10,'2.20,Fri May 27 2022 15:40:57 GMT+0800 (中国标准时间),1653637257
黑泽黛雅,14,10,'2.23,Fri May 27 2022 15:43:36 GMT+0800 (中国标准时间),1653637416
钟岚珠eutopia,14,10,'1.68,Fri May 27 2022 15:56:10 GMT+0800 (中国标准时间),1653638170
黑泽露比，,14,10,'2.58,Fri May 27 2022 16:25:33 GMT+0800 (CST),1653639933
栗山未来,14,10,'2.51,Fri May 27 2022 19:03:50 GMT+0800 (中国标准时间),1653649430
唐可可,14,10,'2.66,Fri May 27 2022 21:33:23 GMT+0800 (中国标准时间),1653658403
唐可可,14,10,'2.24,Fri May 27 2022 21:33:45 GMT+0800 (中国标准时间),1653658425
唐可可,14,10,'1.91,Fri May 27 2022 21:33:51 GMT+0800 (中国标准时间),1653658431
唐可可,14,10,'1.57,Fri May 27 2022 21:33:56 GMT+0800 (中国标准时间),1653658436
优木雪菜,14,10,'2.51,Fri May 27 2022 23:07:16 GMT+0800 (中国标准时间),1653664036
咖喱,20,14,'1.65,Fri May 27 2022 23:07:26 GMT+0800 (中国标准时间),1653664046
统堂英玲奈,14,10,'2.69,Fri May 27 2022 23:13:57 GMT+0800 (CST),1653664437
苏熊,14,10,'1.34,Fri May 27 2022 23:42:44 GMT+0800 (CST),1653666164
南小鸟,14,10,'1.51,Sat May 28 2022 09:28:39 GMT+0800 (CST),1653701319
樱坂雫。,20,14,'1.30,Sat May 28 2022 09:56:31 GMT+0800 (CST),1653702991
樱坂雫。,20,14,'4.33,Sat May 28 2022 09:56:45 GMT+0800 (CST),1653703005
绚濑绘里,14,10,'2.24,Sat May 28 2022 10:22:54 GMT+0800 (中国标准时间),1653704574
鹿角圣良,14,10,'1.88,Sat May 28 2022 11:01:58 GMT+0800 (中国标准时间),1653706918
鹿角圣良,14,10,'2.46,Sat May 28 2022 11:02:43 GMT+0800 (中国标准时间),1653706963
Leeone,14,10,'2.85,Sat May 28 2022 13:10:04 GMT+0800 (中国标准时间),1653714604
Leeone,14,10,'2.44,Sat May 28 2022 13:12:16 GMT+0800 (中国标准时间),1653714736
Leeone,14,10,'2.42,Sat May 28 2022 13:13:00 GMT+0800 (中国标准时间),1653714780
津岛善子,14,10,'2.23,Sat May 28 2022 14:01:39 GMT+0800 (CST),1653717699
优木杏树,14,10,'2.06,Sat May 28 2022 16:02:43 GMT+0800 (中国标准时间),1653724963
小泉花阳,14,10,'1.64,Sat May 28 2022 17:19:54 GMT+0800 (中国标准时间),1653729594
刘琦鹏,14,10,'2.08,Sat May 28 2022 17:20:18 GMT+0800 (中国标准时间),1653729618
刘琦鹏,14,10,'1.63,Sat May 28 2022 17:21:08 GMT+0800 (中国标准时间),1653729668
刘琦鹏,14,10,'1.44,Sat May 28 2022 17:21:13 GMT+0800 (中国标准时间),1653729673
刘琦鹏,14,10,'2.75,Sat May 28 2022 17:21:21 GMT+0800 (中国标准时间),1653729681
刘琦鹏,14,10,'1.81,Sat May 28 2022 17:21:29 GMT+0800 (中国标准时间),1653729689
刘琦鹏,14,10,'1.09,Sat May 28 2022 17:21:44 GMT+0800 (中国标准时间),1653729704
西木野真姬,14,10,'0.97,Sat May 28 2022 17:22:48 GMT+0800 (中国标准时间),1653729768
刘琦鹏,20,14,'2.23,Sat May 28 2022 17:23:38 GMT+0800 (中国标准时间),1653729818
刘琦鹏,20,14,'1.20,Sat May 28 2022 17:23:51 GMT+0800 (中国标准时间),1653729831
统堂英玲奈,14,10,'2.09,Sat May 28 2022 17:24:15 GMT+0800 (中国标准时间),1653729855
刘琦鹏,20,14,'2.98,Sat May 28 2022 17:25:13 GMT+0800 (中国标准时间),1653729913
西木野真姬,20,20,'5.15,Sat May 28 2022 17:25:30 GMT+0800 (中国标准时间),1653729930
东条希,14,10,'2.47,Sat May 28 2022 19:02:53 GMT+0800 (CST),1653735773
什,20,14,'2.86,Sat May 28 2022 19:03:05 GMT+0800 (CST),1653735785
西木野真姬,20,14,'3.92,Sat May 28 2022 19:56:32 GMT+0800 (中国标准时间),1653738992
西木野真姬,20,14,'2.47,Sat May 28 2022 19:58:25 GMT+0800 (中国标准时间),1653739105
绚濑绘里,14,10,'2.71,Sat May 28 2022 20:21:33 GMT+0800 (中国标准时间),1653740493
圣泽悠奈,14,10,'1.65,Sat May 28 2022 21:24:01 GMT+0800 (中国标准时间),1653744241
Relv_cn,14,10,'1.52,Sat May 28 2022 22:19:06 GMT+0800 (中国标准时间),1653747546
Relv_cn,14,10,'1.08,Sat May 28 2022 22:19:51 GMT+0800 (中国标准时间),1653747591
Relv_cn,14,10,'1.00,Sat May 28 2022 22:20:10 GMT+0800 (中国标准时间),1653747610
Relv_cn,14,10,'0.83,Sat May 28 2022 22:21:21 GMT+0800 (中国标准时间),1653747681
天王寺璃奈,14,10,'2.73,Sun May 29 2022 02:32:44 GMT+0800 (中国标准时间),1653762764
